created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Jun 18 20:02:37 +0000 2021,Twitter Web App,"**BIG NEWS**: Up to 25,800 may have been killed by the COVID vaccine.  I bet that this is a lower bound on the number killed by the ""safe and effective"" vaccines. Why isn't anyone at the CDC or FDA warning the American public of the danger in the meantime??https://t.co/105gLDEAmQ","BIG NEWS Up to 25,800 may have been killed by the COVID vaccine I bet that this is a lower bound on the number killed by the safe and effective vaccines Why isnt anyone at the CDC or FDA warning the American public of the danger in the meantimehttpstco105gLDEAmQ",positive,0.09999999999999999,0.2095238095238095,en,792,448,HarryVWebb,3833,4442,False, , ,USA
Fri Jun 18 20:02:41 +0000 2021,TweetDeck,Still need a #COVID19 #vaccine? The first 100 vaccinated tomorrow at the event below will receive a $10 gift card -… https://t.co/FqLR59QqTd,Still need a #COVID19 #vaccine The first 100 vaccinated tomorrow at the event below will receive a 10 gift card httpstcoFqLR59QqTd,positive,0.25,0.3333333333333333,en,0,0,OrangeCoSheriff,66015,1405,unknown,#covid19 #vaccine, ,Orlando FL
Fri Jun 18 20:02:42 +0000 2021,Twitter for Android,"RT @giorgiogilestro: For most of the world's inhabitants, the pandemic is not over.","RT @giorgiogilestro For most of the worlds inhabitants, the pandemic is not over",positive,0.5,0.5,en,33,5,RFanciola,1054,415,unknown, ,@giorgiogilestro,Locarno Svizzera
Fri Jun 18 20:02:52 +0000 2021,Twitter for iPhone,Digital Vibes is whyling now.,Digital Vibes is whyling now,neutral,0.0,0.0,en,0,0,Tswana_Guy3,36916,4841,unknown, , ,Johannesburg South Africa
Fri Jun 18 20:02:55 +0000 2021,Twitter for iPhone,RT @Givenkazeni: Zweli please just release the graphic designers. What are these fireworks.,RT @Givenkazeni Zweli please just release the graphic designers What are these fireworks,neutral,0.0,0.4,en,39,8,_Munchkinz_,598,301,unknown, ,@givenkazeni,South Africa
Fri Jun 18 20:02:56 +0000 2021,Twitter for Android,"I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today Remember, there are 3 easy ways to find a #COVID19 vaccine near you Search httpstcod2PDWIps8o Text your ZIP code to 438829 Call 18002320233 httpstcoAMmcMmCtiP",positive,0.5083333333333333,0.7833333333333333,en,797,268,SaashaSingh1,798,4031,False,#wecandothis #covid19, ,9810000599  7895555551
Fri Jun 18 20:02:59 +0000 2021,Twitter Web App,#Indonesia continues to advocate for equality of #COVID19 vaccines for all countries through the multilateral forum… https://t.co/KjpYoWEFg6,#Indonesia continues to advocate for equality of #COVID19 vaccines for all countries through the multilateral forum httpstcoKjpYoWEFg6,positive,0.1,0.2,en,0,0,IndonesiainDC,21034,505,unknown,#indonesia #covid19, ,Washington DC
Fri Jun 18 20:03:02 +0000 2021,Twitter Web App,"Vaccines – including the #COVID19 vaccine – have been developed, researched and tested to ensure the health of people around the world. Learn more about the 4 methods used to ensure the safety and efficacy of vaccines: https://t.co/G4FSJ3kK2S","Vaccines including the #COVID19 vaccine have been developed, researched and tested to ensure the health of people around the world Learn more about the 4 methods used to ensure the safety and efficacy of vaccines httpstcoG4FSJ3kK2S",positive,0.3,0.4,en,8,6,GC_GH,580,428,False,#covid19, ,Linton IN
Fri Jun 18 20:03:07 +0000 2021,Twitter Web App,"I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today Remember, there are 3 easy ways to find a #COVID19 vaccine near you Search httpstcod2PDWIps8o Text your ZIP code to 438829 Call 18002320233 httpstcoAMmcMmCtiP",positive,0.5083333333333333,0.7833333333333333,en,798,269,GuildChatterToo,112,295,False,#wecandothis #covid19, ,Not provided
Fri Jun 18 20:03:08 +0000 2021,Twitter for Android,"I am so proud of this fabric we developed, not only because it kills 99% of all viruses that land on its surface (tested with COVID19) but because it has entirely been produced in South Africa. This is the crafted work of hands from so many hands and minds. https://t.co/sBC9g0xPJc","I am so proud of this fabric we developed, not only because it kills 99 of all viruses that land on its surface tested with COVID19 but because it has entirely been produced in South Africa This is the crafted work of hands from so many hands and minds httpstcosBC9g0xPJc",positive,0.27999999999999997,0.6849999999999999,en,5021,1222,u_sibonga,130,189,False, , ,hehimSud Afrique
Fri Jun 18 20:03:09 +0000 2021,Twitter for Android,"Minister of Home Affairs Princess Lindiwe says Government is committed to providing health services, medicines, vaccines &amp; education to refugees. As a result, refugees will receive the #COVID19 jab once sufficient vaccines arrive in the country. #WorldRefugeeDay https://t.co/i9vAyDf4ab","Minister of Home Affairs Princess Lindiwe says Government is committed to providing health services, medicines, vaccines amp education to refugees As a result, refugees will receive the #COVID19 jab once sufficient vaccines arrive in the country #WorldRefugeeDay httpstcoi9vAyDf4ab",neutral,0.0,0.0,en,8,3,solodlamini,609,629,False,#covid19 #worldrefugeeday, ,Lobamba Kingdom of Eswatini
Fri Jun 18 20:03:15 +0000 2021,Twitter for iPhone,"Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",Africa is in the midst of a full blown third wave The sobering trajectory of surging cases should rouse everyone into urgent action We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems,positive,0.1958333333333333,0.2875,en,127,115,skywoman,358,304,unknown,#covid19, ,South Coast of England
Fri Jun 18 20:03:23 +0000 2021,Twitter Web App,"What is your #COVID19 vaccine ‘why’? IRHA CEO, Cara Veale, shares hers below.  Learn more about the vaccine here: https://t.co/b65HwOBCvM https://t.co/MCJrCb6F8U","What is your #COVID19 vaccine why’ IRHA CEO, Cara Veale, shares hers below Learn more about the vaccine here httpstcob65HwOBCvM httpstcoMCJrCb6F8U",positive,0.5,0.5,en,0,1,GC_GH,580,428,False,#covid19, ,Linton IN
Fri Jun 18 20:03:30 +0000 2021,Twitter Web App,"You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit You no longer need to wait 14 days between vaccines Side effects are the same if vaccines are given alone or together More about vaccine timing httpstcoBV3mN5XdLe httpstcoRWrRzhKdEg",positive,0.09375,0.28125,en,145,88,GC_GH,580,428,False,#covid19, ,Linton IN
Fri Jun 18 20:03:40 +0000 2021,Twitter for iPad,"As #Covid19 vaccines roll out across the country, it’s important that we continue to work together and follow public health measures to help #StopTheSpread. 👇
 
More info ➡️ https://t.co/ViwgoKpPdM https://t.co/b8CJjdCiCz","As #Covid19 vaccines roll out across the country, it’s important that we continue to work together and follow public health measures to help #StopTheSpread More info httpstcoViwgoKpPdM httpstcob8CJjdCiCz",positive,0.3,0.5222222222222223,en,19,7,NadineNonny,1838,63,False,#covid19 #stopthespread, ,Not provided
Fri Jun 18 20:03:47 +0000 2021,Twitter for iPad,You may recall I said I preferred 21 days after dose 1 vs the 14 days that has been used in Ontario's vaccines reports. This report from the UK supports 21 days. Recommend you do not change your precautions during the first 21 days after your first dose.,You may recall I said I preferred 21 days after dose 1 vs the 14 days that has been used in Ontarios vaccines reports This report from the UK supports 21 days Recommend you do not change your precautions during the first 21 days after your first dose,positive,0.25,0.3333333333333333,en,96,21,CathrynIsland,210,98,unknown, , ,essex county ontario
Fri Jun 18 20:04:13 +0000 2021,Twitter Web App,1/5 Canada’s National Advisory Committee on Immunization has updated its recommendations on first and second doses of #COVID19 vaccines based on the latest scientific evidence and expert opinion. https://t.co/ienLyI1bkR,15 Canada’s National Advisory Committee on Immunization has updated its recommendations on first and second doses of #COVID19 vaccines based on the latest scientific evidence and expert opinion httpstcoienLyI1bkR,positive,0.25,0.41111111111111115,en,51,32,ThisIsCANVax,720,614,False,#covid19, ,Canada
Fri Jun 18 20:04:20 +0000 2021,Twitter for Android,"Vaccines donated next year will be ‘too late for those who are dying today’ said @WHO chief @DrTedros at the latest #COVID19 press conference in @UNGeneva

https://t.co/g54477bbUO",Vaccines donated next year will be too late for those who are dying today’ said @WHO chief @DrTedros at the latest #COVID19 press conference in @UNGeneva httpstcog54477bbUO,positive,0.06666666666666667,0.5,en,7,5,kivumbi_jamil,60,662,False,#covid19,@who @drtedros @ungeneva,Not provided
Fri Jun 18 20:04:21 +0000 2021,Tweetbot for iΟS,"When you receive a #COVID19 vaccine, it’s important to know when you are fully vaccinated. It’s not instant. COVID-19 vaccines teach our immune systems how to recognize and fight the virus that causes COVID-19. 
Learn more: https://t.co/FJMon7WlFO. https://t.co/Cr5i9wcfRb","When you receive a #COVID19 vaccine, it’s important to know when you are fully vaccinated It’s not instant COVID19 vaccines teach our immune systems how to recognize and fight the virus that causes COVID19 Learn more httpstcoFJMon7WlFO httpstcoCr5i9wcfRb",positive,0.3,0.7222222222222222,en,327,205,Wim_Schellekens,9277,583,False,#covid19, ,Leiderdorp The Netherlands
Fri Jun 18 20:04:26 +0000 2021,isearch247,"Sam Warburton: South Africa’s lack of games since World Cup tips series to Lions - https://t.co/TOCkfuU0Sz

Ex-Brit… https://t.co/S260McIi54",Sam Warburton South Africa’s lack of games since World Cup tips series to Lions httpstcoTOCkfuU0Sz ExBrit httpstcoS260McIi54,neutral,0.0,0.0,en,0,0,isearch247,1668,1835,unknown, , ,Not provided
Fri Jun 18 20:04:32 +0000 2021,Twitter for Android,"One nurse.

323 vaccines.

One day.

One in every 4.5 minutes. (24 hrs calculation, much faster in 10 hrs calculati… https://t.co/O14h1kFDT2","One nurse 323 vaccines One day One in every 45 minutes 24 hrs calculation, much faster in 10 hrs calculati httpstcoO14h1kFDT2",positive,0.2,0.2,en,0,0,gueneykoese,409,1828,unknown, , ,zmir Trkiye
Fri Jun 18 20:04:32 +0000 2021,Twitter for iPhone,"Some good news for Friday. Yesterday we had our highest daily administration of vaccines at over 58,000. On course for up to 330,000 this week. Hospital #Covid19 inpatients down to 52 (24 hospitals with 2 or less), 18 in ICU. As always, let's protect this huge progress @HSELive","Some good news for Friday Yesterday we had our highest daily administration of vaccines at over 58,000 On course for up to 330,000 this week Hospital #Covid19 inpatients down to 52 24 hospitals with 2 or less, 18 in ICU As always, lets protect this huge progress @HSELive",positive,0.15555555555555559,0.3711111111111111,en,1907,138,jp_brennan,182,435,unknown,#covid19,@hselive,Cork Ireland
Fri Jun 18 20:04:45 +0000 2021,Twitter Web App,Still need a #COVID19 #vaccine? The first 100 vaccinated tomorrow at the event below will receive a $10 gift card - and the protection of a vaccine! https://t.co/8dXtGM8kVa,Still need a #COVID19 #vaccine The first 100 vaccinated tomorrow at the event below will receive a 10 gift card and the protection of a vaccine httpstco8dXtGM8kVa,positive,0.3125,0.3333333333333333,en,1,1,becca100165,1166,5002,False,#covid19 #vaccine, ,Not provided
Fri Jun 18 20:04:48 +0000 2021,Twitter Web App,"So glad to join training day for the DC #COVID19 Community Corps

They will be going door to door and attending events to encourage residents to #TakeTheShotDC 

Together, we’ll crush the virus! https://t.co/Q3MPcnZFJL https://t.co/NibVFurhtd","So glad to join training day for the DC #COVID19 Community Corps They will be going door to door and attending events to encourage residents to #TakeTheShotDC Together, we’ll crush the virus httpstcoQ3MPcnZFJL httpstcoNibVFurhtd",positive,0.625,1.0,en,14,4,GUUCEDD,678,706,False,#covid19 #taketheshotdc, ,Washington DC
Fri Jun 18 20:05:13 +0000 2021,Twitter for Android,"Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID.  I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines. https://t.co/WcVq32s9WD","Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines httpstcoWcVq32s9WD",positive,3.700743415417188e-17,0.6333333333333334,en,566,373,BytePedia,324,375,False, , ,UK
Fri Jun 18 20:05:20 +0000 2021,dlvr.it,New article: The Erosion of Public Trust and SARS-CoV-2 Vaccines- More Action Is Needed https://t.co/9O0tGqYTMk… https://t.co/vu8pTxMKr4,New article The Erosion of Public Trust and SARSCoV2 Vaccines More Action Is Needed httpstco9O0tGqYTMk httpstcovu8pTxMKr4,positive,0.18409090909090908,0.28030303030303033,en,0,0,PaperbirdsH,187,3,unknown, , ,Not provided
Fri Jun 18 20:05:21 +0000 2021,Naattuvartha,New article: The Erosion of Public Trust and SARS-CoV-2 Vaccines- More Action Is Needed https://t.co/9O0tGqYTMk #coronavirus #COVID19 #2019ncov https://t.co/KKKMh1LXqQ,New article The Erosion of Public Trust and SARSCoV2 Vaccines More Action Is Needed httpstco9O0tGqYTMk #coronavirus #COVID19 #2019ncov httpstcoKKKMh1LXqQ,positive,0.18409090909090908,0.28030303030303033,en,0,1,viralvideovlogs,6857,4582,False,#coronavirus #covid19, ,
Fri Jun 18 20:05:21 +0000 2021,Twitter for iPhone,RT @Givenkazeni: Zweli please just release the graphic designers. What are these fireworks.,RT @Givenkazeni Zweli please just release the graphic designers What are these fireworks,neutral,0.0,0.4,en,40,9,ThatoZowwee,1603,990,unknown, ,@givenkazeni,JohannesburgCenturion
Fri Jun 18 20:05:36 +0000 2021,Twitter for iPhone,"Credit where due,but vulnerable are being left behind. My sister is having chemo for stage 3 cancer in #BeaconHospital.11th week waiting for 2nd jab &amp; no answers. I’m asthmatic &amp; will be fully vaccinated before her- not right @HSELive @DonnellyStephen @paulreiddublin @geraldnash","Credit where due,but vulnerable are being left behind My sister is having chemo for stage 3 cancer in #BeaconHospital11th week waiting for 2nd jab amp no answers I’m asthmatic amp will be fully vaccinated before her not right @HSELive @DonnellyStephen @paulreiddublin @geraldnash",negative,-0.20857142857142857,0.34714285714285714,en,4,4,uber_cutexo,323,1638,unknown,#beaconhospital11th,@hselive @donnellystephen @paulreiddublin @geraldnash,Ireland
